"EventType","InsertText","DeleteText","SourceLocation","ClientTimestamp","CodeStateSection","ToolInstances","EditType","X-Metadata","CodeStateID","X-Compilable","EventID","SubjectID","AssignmentID"
"X-Keystroke","h",,"5","1690669770301","README.md","1.1.5 for 2021-2022 @t1",,"h",,,,,
"File.Edit","o","","5","1690669770486","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"6","1690669770486","README.md","1.1.5 for 2021-2022 @t1",,"o",,,,,
"X-Keystroke","P",,"2","1690669768760","README.md","1.1.5 for 2021-2022 @t1",,"P",,,,,
"X-Keystroke","t",,"3","1690669769246","README.md","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","y",,"3","1690669769947","README.md","1.1.5 for 2021-2022 @t1",,"y",,,,,
"X-Keystroke","t",,"4","1690669770150","README.md","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","h",,"5","1690669770301","README.md","1.1.5 for 2021-2022 @t1",,"h",,,,,
"X-Keystroke","o",,"6","1690669770486","README.md","1.1.5 for 2021-2022 @t1",,"o",,,,,
"X-Keystroke","n",,"7","1690669770668","README.md","1.1.5 for 2021-2022 @t1",,"n",,,,,
"X-Keystroke"," ",,"8","1690669770787","README.md","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","T",,"9","1690669771218","README.md","1.1.5 for 2021-2022 @t1",,"T",,,,,
"X-Keystroke","r",,"10","1690669771434","README.md","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","a",,"11","1690669771588","README.md","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","d",,"12","1690669771718","README.md","1.1.5 for 2021-2022 @t1",,"d",,,,,
"File.Edit","n","","6","1690669770668","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"7","1690669770668","README.md","1.1.5 for 2021-2022 @t1",,"n",,,,,
"File.Edit"," ","","7","1690669770787","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"8","1690669770787","README.md","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","T","","8","1690669771218","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","T",,"9","1690669771218","README.md","1.1.5 for 2021-2022 @t1",,"T",,,,,
"File.Edit","r","","9","1690669771418","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"10","1690669771434","README.md","1.1.5 for 2021-2022 @t1",,"r",,,,,
"File.Edit","a","","10","1690669771588","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"11","1690669771588","README.md","1.1.5 for 2021-2022 @t1",,"a",,,,,
"File.Edit","d","","11","1690669771718","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","d",,"12","1690669771718","README.md","1.1.5 for 2021-2022 @t1",,"d",,,,,
"File.Edit","i","","12","1690669772004","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"13","1690669772004","README.md","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","n","","13","1690669772089","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"14","1690669772089","README.md","1.1.5 for 2021-2022 @t1",,"n",,,,,
"File.Edit","g","","14","1690669772193","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","g",,"15","1690669772193","README.md","1.1.5 for 2021-2022 @t1",,"g",,,,,
"File.Edit"," ","","15","1690669772380","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"16","1690669772384","README.md","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","B","","16","1690669772869","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","B",,"17","1690669772869","README.md","1.1.5 for 2021-2022 @t1",,"B",,,,,
"File.Edit","o","","17","1690669773370","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"18","1690669773370","README.md","1.1.5 for 2021-2022 @t1",,"o",,,,,
"File.Edit","t","","18","1690669773492","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"19","1690669773492","README.md","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","i",,"13","1690669772004","README.md","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","n",,"14","1690669772089","README.md","1.1.5 for 2021-2022 @t1",,"n",,,,,
"X-Keystroke","g",,"15","1690669772193","README.md","1.1.5 for 2021-2022 @t1",,"g",,,,,
"X-Keystroke"," ",,"16","1690669772384","README.md","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","B",,"17","1690669772869","README.md","1.1.5 for 2021-2022 @t1",,"B",,,,,
"X-Keystroke","o",,"18","1690669773370","README.md","1.1.5 for 2021-2022 @t1",,"o",,,,,
"X-Keystroke","t",,"19","1690669773492","README.md","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Action","Enter",,,"1690669774256","README.md","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","
","","19","1690669774256","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Enter",,,"1690669775011","README.md","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","
","","20","1690669775011","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","#","","21","1690669775427","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","#",,"22","1690669775427","README.md","1.1.5 for 2021-2022 @t1",,"#",,,,,
"X-Keystroke","#",,"22","1690669775427","README.md","1.1.5 for 2021-2022 @t1",,"#",,,,,
"X-Keystroke","h",,"23","1690669777279","README.md","1.1.5 for 2021-2022 @t1",,"h",,,,,
"X-Keystroke","1",,"24","1690669777401","README.md","1.1.5 for 2021-2022 @t1",,"1",,,,,
"X-Keystroke"," ",,"25","1690669777648","README.md","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","h","","22","1690669777279","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","h",,"23","1690669777279","README.md","1.1.5 for 2021-2022 @t1",,"h",,,,,
"File.Edit","1","","23","1690669777401","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","1",,"24","1690669777401","README.md","1.1.5 for 2021-2022 @t1",,"1",,,,,
"File.Edit"," ","","24","1690669777648","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"25","1690669777648","README.md","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Action","Backspace",,,"1690669778420","README.md","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit",""," ","24","1690669778420","README.md","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1690669778620","README.md","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","1","23","1690669778620","README.md","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1690669778810","README.md","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","h","22","1690669778811","README.md","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","""","","22","1690669779823","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","""",,"23","1690669779823","README.md","1.1.5 for 2021-2022 @t1",,"""",,,,,
"File.Edit","""","","23","1690669780009","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","""","","24","1690669780011","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","""",,"24","1690669780012","README.md","1.1.5 for 2021-2022 @t1",,"""",,,,,
"File.Edit"," ","","24","1690669780256","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"25","1690669780256","README.md","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","""",,"23","1690669779823","README.md","1.1.5 for 2021-2022 @t1",,"""",,,,,
"X-Keystroke","""",,"24","1690669780012","README.md","1.1.5 for 2021-2022 @t1",,"""",,,,,
"X-Keystroke"," ",,"25","1690669780256","README.md","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Action","Backspace",,,"1690669781003","README.md","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit",""," ","24","1690669781003","README.md","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1690669781201","README.md","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","""","24","1690669781201","README.md","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","""","23","1690669781210","README.md","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1690669781604","README.md","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","""","22","1690669781604","README.md","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1690669781942","README.md","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","#","21","1690669781942","README.md","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","#","","21","1690669812113","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","#",,"22","1690669812113","README.md","1.1.5 for 2021-2022 @t1",,"#",,,,,
"File.Edit","#","","22","1690669812300","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","#",,"23","1690669812300","README.md","1.1.5 for 2021-2022 @t1",,"#",,,,,
"File.Edit"," ","","23","1690669812597","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"24","1690669812601","README.md","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","s","","24","1690669814486","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"25","1690669814490","README.md","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit","t","","25","1690669814697","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"26","1690669814697","README.md","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","r","","26","1690669814900","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"27","1690669814900","README.md","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","#",,"22","1690669812113","README.md","1.1.5 for 2021-2022 @t1",,"#",,,,,
"X-Keystroke","#",,"23","1690669812300","README.md","1.1.5 for 2021-2022 @t1",,"#",,,,,
"X-Keystroke"," ",,"24","1690669812601","README.md","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","s",,"25","1690669814490","README.md","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","t",,"26","1690669814697","README.md","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","r",,"27","1690669814900","README.md","1.1.5 for 2021-2022 @t1",,"r",,,,,
"File.Edit","a","","27","1690669815241","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"28","1690669815241","README.md","1.1.5 for 2021-2022 @t1",,"a",,,,,
"File.Edit","t","","28","1690669816247","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"29","1690669816251","README.md","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","e","","29","1690669816509","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"30","1690669816509","README.md","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","g","","30","1690669817054","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","g",,"31","1690669817058","README.md","1.1.5 for 2021-2022 @t1",,"g",,,,,
"File.Edit","i","","31","1690669817195","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"32","1690669817196","README.md","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","e","","32","1690669817300","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"33","1690669817301","README.md","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","s","","33","1690669817549","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"34","1690669817549","README.md","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","a",,"28","1690669815241","README.md","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","t",,"29","1690669816251","README.md","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","e",,"30","1690669816509","README.md","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","g",,"31","1690669817058","README.md","1.1.5 for 2021-2022 @t1",,"g",,,,,
"X-Keystroke","i",,"32","1690669817196","README.md","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","e",,"33","1690669817300","README.md","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","s",,"34","1690669817549","README.md","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Action","Enter",,,"1690669820925","README.md","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","
","","34","1690669820925","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Enter",,,"1690669821213","README.md","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","
","","35","1690669821217","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","#","","36","1690669822066","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","#",,"37","1690669822066","README.md","1.1.5 for 2021-2022 @t1",,"#",,,,,
"File.Edit","#","","37","1690669822268","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","#",,"38","1690669822268","README.md","1.1.5 for 2021-2022 @t1",,"#",,,,,
"File.Edit","#","","38","1690669822454","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","#",,"39","1690669822458","README.md","1.1.5 for 2021-2022 @t1",,"#",,,,,
"File.Edit"," ","","39","1690669822705","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"40","1690669822709","README.md","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","#",,"37","1690669822066","README.md","1.1.5 for 2021-2022 @t1",,"#",,,,,
"X-Keystroke","#",,"38","1690669822268","README.md","1.1.5 for 2021-2022 @t1",,"#",,,,,
"X-Keystroke","#",,"39","1690669822458","README.md","1.1.5 for 2021-2022 @t1",,"#",,,,,
"X-Keystroke"," ",,"40","1690669822709","README.md","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Action","Up",,,"1690669823939","README.md","1.1.5 for 2021-2022 @t1",,"Up",,,,,
"X-Action","Up",,,"1690669824150","README.md","1.1.5 for 2021-2022 @t1",,"Up",,,,,
"X-Action","Up",,,"1690669824414","README.md","1.1.5 for 2021-2022 @t1",,"Up",,,,,
"X-Action","Backspace",,,"1690669824753","README.md","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","
","20","1690669824757","README.md","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Down",,,"1690669825372","README.md","1.1.5 for 2021-2022 @t1",,"Down",,,,,
"X-Action","Down",,,"1690669825537","README.md","1.1.5 for 2021-2022 @t1",,"Down",,,,,
"X-Action","Backspace",,,"1690669825861","README.md","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","
","34","1690669825865","README.md","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Down",,,"1690669826327","README.md","1.1.5 for 2021-2022 @t1",,"Down",,,,,
"File.Edit"," ","","38","1690669826510","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"39","1690669826510","README.md","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Action","Backspace",,,"1690669827138","README.md","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit",""," ","38","1690669827138","README.md","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Keystroke"," ",,"39","1690669826510","README.md","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","v","","38","1690669830055","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","v",,"39","1690669830055","README.md","1.1.5 for 2021-2022 @t1",,"v",,,,,
"File.Edit","w","","39","1690669830555","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","w",,"40","1690669830555","README.md","1.1.5 for 2021-2022 @t1",,"w",,,,,
"File.Edit","a","","40","1690669830782","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"41","1690669830782","README.md","1.1.5 for 2021-2022 @t1",,"a",,,,,
"File.Edit","p","","41","1690669831126","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","p",,"42","1690669831126","README.md","1.1.5 for 2021-2022 @t1",,"p",,,,,
"File.Edit"," ","","42","1690669831295","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"43","1690669831295","README.md","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","&","","43","1690669832230","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","&",,"44","1690669832230","README.md","1.1.5 for 2021-2022 @t1",,"&",,,,,
"File.Edit"," ","","44","1690669832354","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"45","1690669832370","README.md","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","v",,"39","1690669830055","README.md","1.1.5 for 2021-2022 @t1",,"v",,,,,
"X-Keystroke","w",,"40","1690669830555","README.md","1.1.5 for 2021-2022 @t1",,"w",,,,,
"X-Keystroke","a",,"41","1690669830782","README.md","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","p",,"42","1690669831126","README.md","1.1.5 for 2021-2022 @t1",,"p",,,,,
"X-Keystroke"," ",,"43","1690669831295","README.md","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","&",,"44","1690669832230","README.md","1.1.5 for 2021-2022 @t1",,"&",,,,,
"X-Keystroke"," ",,"45","1690669832370","README.md","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","r","","45","1690669835087","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"46","1690669835087","README.md","1.1.5 for 2021-2022 @t1",,"r",,,,,
"File.Edit","s","","46","1690669835309","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"47","1690669835309","README.md","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit","i","","47","1690669835509","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"48","1690669835509","README.md","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","r",,"46","1690669835087","README.md","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","s",,"47","1690669835309","README.md","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","i",,"48","1690669835509","README.md","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit"," ","","48","1690669838952","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"49","1690669838952","README.md","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","&","","49","1690669839921","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","&",,"50","1690669839921","README.md","1.1.5 for 2021-2022 @t1",,"&",,,,,
"File.Edit"," ","","50","1690669840077","README.md","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"51","1690669840080","README.md","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke"," ",,"49","1690669838952","README.md","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","&",,"50","1690669839921","README.md","1.1.5 for 2021-2022 @t1",,"&",,,,,
"X-Keystroke"," ",,"51","1690669840080","README.md","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Action","Backspace",,,"1690669916947","README.md","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit",""," ","50","1690669916947","README.md","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1690669917110","README.md","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","&","49","1690669917110","README.md","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Enter",,,"1690669921088","main.py","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","
","","1","1690669921119","main.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Enter",,,"1690669921273","main.py","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
